Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Viet Nam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2001,,5.81895595273866,,3.71387386938287,4.48351622,5.92584515,5.85823727,4.26418115301539,2.48437047,8.37179852,4.65,,5.43839121,7.67809916,9.27,2.77,5.68180418,8.14988804,3.30417323,2.88835382,1.77201855,6.86,3.48573017,3.92440891,7.61,5.71,3.49099278,,4.82522202,8.54963303,5.52529192,2.5465107,5.0041995,6.3660779,3.95594192,8.62482357,5.90452807024592,9.46040154,,7.09733057,4.25330067,6.01767921,3.88486743,2.62310958,2.18529987,5.94238281,6.65322924,4.75244379,6.47409868,4.47654797515046,6.9820981,,,5.34,5.86295414,9.92069149,3.19861364,4.64501858,8.45,4.88183308,3.83787704,3.8547268116286,4.93083181097304,6.13474542559606,5.19599527985233,8.16185794982647,3.75668859,5.40030336,8.738943503973,5.91931677,6.76895761,4.78060246,4.72316694,8.55808458384136,4.45710480393764,7.25,2.90547299,9.7056284,,8.45260048,3.14902449,7.34416342,7.17,3.17077661,,4.89139318,5.63960838,4.53104782,1.20301282,7.9878397,5.62456989,,6.07023716,,3.05506778,9.88690314882051,,5.92998314,4.25946982856195,7.17,3.7502923,6.83,5.22459782865037,5.08684360281211,3.645787897589,3.07411262249644,2.11850214,4.0125752727282,,4.26,,6.3924942,5.16087341,,8.75,7.02,7.74,5.15652943,9.57236385,7.24,3.47,3.76578307,4.28,7.00522089,12.3,4.39693737,4.29693604,3.18838811,6.50603056931432,4.29031658,10.56254768,2.27906799,3.92571616,5.12139463,6.53914646290024,3.44943018831171,4.34495428515955,,4.06,4.238637788922,5.0321626227264,7.27745867,5.24380417197881,6.01,6.38,5.77,,,3.81601191,3.75390792,6.23,4.11513805,8.21,4.76997475552255,4.8203578,14.81642723,5.05185936916331,8.38,4.51950884,7.0,2.15,5.03039765711478,,5.05435562,,2.87893057,3.5718379,2.92151856,2.06040049,2.6753974,12.8715485032423,9.64409447,,4.72659349,3.18946862,5.48459768,8.06,8.01,3.81,16.22330093,7.5789361,9.81486001179485,2.70073724,4.68893929253794,2.54956865,7.17009974,4.72161007,2.85,7.79659462,2.3006382,5.67,3.78807181288088,,,8.63,5.60815811,,4.79365853510737,10.0578368378349,,2.3197093,4.38,5.24,3.31599975,3.80133880622958,4.4617424,3.36456871,3.68148756,3.16302657,6.60538721,8.36564541,7.88604879,5.64127541,,6.49679995,5.03096597607952,,5.03094155516485,4.63278056563826,10.83865166,3.82474971,5.33,7.88,7.9,5.13895369,,5.01642942,4.6971879,,5.2932992,3.8547268116286,5.30959444654471,2.88543367,3.02623773,4.58,4.82198191,6.54445468693627,,5.03039765711478,3.42501593,3.80133880622958,5.03094155516485,4.0346489,4.86132765,4.89,18.47802734,4.23551702,5.05207348,5.73,5.31021979482844,9.79864407,13.16811562,5.24,4.00093412,,,,4.80107498,3.38728333,9.00107885392992,3.81804991,,4.94514799,7.12327909,4.82995701,
2002,,5.44777100272394,9.44339085,3.3524763012464,3.32946134,5.66464472,5.99621153,4.26946105623697,2.71770859,7.3933115,7.61,,5.28793621,7.87627029,9.39,2.73,5.34983587,8.31820965,3.09589195,2.97113013,1.93417108,7.08,3.67866111,3.81251931,7.43,5.62,3.59433174,,4.89645052,8.69686985,5.86123466,2.53447938,4.59563637,6.66529799,4.22761345,8.85670471,6.15260345615923,9.88000202,,7.20833778,4.38285255,5.90386152,4.02669907,2.57012916,1.70167828,5.73296595,6.68114853,4.7555151,6.8690877,4.59435763361021,7.11481619,,,5.62,6.17736149,10.18365669,3.7554152,4.6531105,8.7,4.98649025,3.7300415,3.91698414256198,4.69964787247455,6.10164405389198,5.43832903554227,8.40994738351275,4.47671938,5.5107379,8.95475457299782,6.68857431,6.80052757,4.70329475,4.7126298,8.78117572710098,4.395748004592,7.63,2.98349524,10.02218628,,7.89720392,3.3248477,7.65009499,7.81,2.88721824,,5.36402321,6.27723551,3.96902514,2.74982452,8.23377991,6.17569733,,6.01301289,,3.19353795,10.3131067605759,,6.2445755,4.45887102071158,6.14,3.43250132,7.12,5.12193826734209,4.98928090995889,3.68052122736725,2.85152927784811,1.98062706,4.23031711352237,,4.24,,6.67263079,4.65182209,,9.4,6.92,7.87,4.74544334,9.2786417,7.35,3.61,3.84691834,4.59,7.22556973,11.87,4.45210552,4.0143261,3.12468719,6.35730088137829,3.69751263,9.28233719,2.28035998,4.73818302,5.38887024,6.39696243337064,3.66447871068666,4.59667579734229,,4.04,4.11005930635456,4.92416357526705,6.54458666,5.29046334986939,6.14,6.76,5.76,,,4.06117535,3.80860424,7.4,4.92547607,8.78,4.67925193533172,5.07164288,12.84072018,4.93424142199519,8.98,4.99773645,7.71,2.58,4.99094950969172,,5.18856382,,3.2773509,4.00224972,3.18897271,2.69725966,2.66876554,13.6609120127322,9.68074989,,4.82717037,2.49063969,5.73315859,8.65,8.98,3.94,13.80812454,7.90045929,10.2416757567691,2.77737164,4.90084566597385,2.66229343,7.31349277,4.93902254,2.64,8.01948452,2.77562952,6.07,3.62361711157437,,,8.79,4.75770569,,5.06575600779758,10.4964943317626,,2.46044064,4.58,5.52,3.13122177,3.86376953834791,4.2493701,3.30010891,3.95294404,3.358464,10.10495281,9.40313911,7.88565731,5.39155769,,7.59296274,4.58836724127037,,4.58796111857731,4.82173850484562,10.69723701,5.32991552,5.51,8.02,8.21,5.52298307,,4.35287333,4.94717073,,7.26787424,3.91698414256198,5.54124638877595,2.90227056,3.334723,4.44,4.15504408,6.39723742371508,,4.99094950969172,3.58957744,3.86376953834791,4.58796111857731,4.72302485,5.12036419,5.06,12.42768574,4.68907642,4.77135611,5.99,5.20597221560535,9.68134308,13.9952774,5.14,4.07769632,,,,3.87075853,3.90437746,9.34255784339984,4.49205494,,4.83237982,6.67774487,5.88845205,
2003,,6.03009275874371,8.94125843,4.62552206132176,3.54797316,5.91140795,5.54771519,4.0951212055081,2.64634395,6.89451647,7.18,,5.58143282,7.88087225,9.55,2.73,5.27245188,9.16443539,3.11678505,3.14307284,1.96152198,7.2,3.88658071,4.01998568,8.31,5.77,3.56305766,,5.19709635,8.18899441,6.69148111,2.60260582,4.1293807,6.40933847,4.39720297,9.01090145,6.38978376277205,10.13696766,,7.25047779,4.41762781,5.47972536,3.90227985,3.73353338,1.91852403,5.77505445,6.65392351,4.50008631,6.9691925,4.42598512818678,7.10295439,,,5.64,6.52412462,10.40202236,4.27386999,4.84617901,8.9,4.38888264,3.60104108,3.98294780377326,4.83109198732151,6.20037368285772,5.31292760798855,8.63157110491867,5.44398975,5.2242527,9.16280548023136,7.33703375,7.56327057,5.13883257,4.89970922,8.99640281076734,5.01281767424955,7.94,2.97298193,10.08283424,,9.57150459,3.53258252,8.05579185,8.03,2.82690215,,4.78055525,5.32621098,3.53315258,1.82749987,8.44915581,5.28485727,,6.15306854,,3.26884198,10.4973671248032,,6.89004707,4.65161511649633,6.3,3.53695321,8.12,5.14497896885927,5.04917823141138,4.09402658030646,3.69641603251406,2.24837184,4.36313977504917,,4.01,,7.00761366,4.95589161,2.99693584,9.73,6.86,7.83,4.22014141,8.78901005,7.49,3.72,4.05870771,5.82,6.93705606,10.7,4.75159693,4.28309107,2.76216865,6.59990299749211,4.47920704,8.67109871,2.66176748,3.97301245,5.24069643,6.61909944710426,3.88155350192448,4.87501484537255,,3.65,4.20366587561467,4.988435285855,6.04550791,5.20212647874204,6.19,6.96,5.48,,,4.08037519,4.43205786,7.02,5.00276518,6.78,4.54456139027606,5.81486416,12.76533508,4.99179628562114,9.01,5.0505991,7.9,2.38,4.87778613450145,,4.10218763,,3.39533854,4.03254652,3.18201613,3.32019806,2.92417073,14.1071423246185,9.91340542,,4.74740648,5.05360985,6.08317614,9.06,9.19,3.86,9.97444248,7.72169256,10.4614560090837,2.77524447,5.23718974474348,2.30006313,6.95631361,4.58695936,3.08,8.96286488,2.4531486,5.95,4.50359952416019,,,9.12,4.90703917,,4.66532992864293,10.6936726586853,,3.50257182,5.37,5.16,6.93491793,3.64301804006877,3.97910738,3.89187932,4.29703569,3.60699272,7.075634,8.4533062,7.77182293,4.77200127,,7.66696072,5.50303157706112,,5.50245815755129,5.02594063552487,12.6639061,4.88878393,5.45,8.1,8.32,6.37864399,,5.08738041,5.11781693,,5.50940943,3.98294780377326,5.45387983185849,2.93837667,3.24312782,4.7,5.0367589,6.62200651129437,2.84187031,4.87778613450145,3.43583083,3.64301804006877,5.5024581575513,4.18767118,5.20888519,5.01,14.38950729,5.34231472,4.29918194,6.55,5.25512032584875,9.61753464,14.50551128,5.19,3.95764542,,,,3.94229889,3.50691938,9.49853269427396,4.17237139,,5.75758314,7.04098177,5.99553585,
2004,,6.11570775868796,9.80847359,4.42898992161699,3.96719909,5.89364862,5.28846931,3.78804789160125,2.46204329,7.22868252,6.06,,5.11667967,8.08708572,9.71,2.66,7.09572744,9.32808781,3.23273873,4.21720934,1.99854314,6.89,3.49817729,4.04628181,9.06,5.74,3.44779563,,4.86315727,8.12491989,7.31297731,2.55193377,4.59777308,6.09125996,4.30442286,9.06628132,6.35264650609029,10.22576523,,6.91028547,4.29347467,5.47516584,3.72798967,4.33564186,1.92152369,5.79892111,6.58027744,4.37710667,6.63006067,4.64572750747436,6.83178711,,,5.41,6.35071039,10.14603233,3.53825521,4.74520159,9.01,4.2877388,3.5440731,3.89234566940715,4.79595351920604,6.17794114076114,5.06612505841362,8.61310641402578,5.56991434,4.85732365,9.18948733587817,7.00984955,7.65842772,5.33758926,4.31281853,9.00319966655184,4.7241368296459,8.06,3.25768542,10.16429329,,12.02715683,3.33045959,8.30715179,8.09,2.76365352,,4.78467607,5.42000151,4.27734661,1.45293343,8.0939045,5.36568451,,6.26182795,,3.43770432,10.440073449972,,6.85484362,4.76992728129797,6.5,3.42928433,7.76,5.09086882296296,4.99292322823137,4.00219258472633,3.52994548508581,2.12002277,4.3430976110358,,3.96,,7.21972942,5.12801409,3.90128636,9.33,6.8,8.17,4.80435276,8.74670506,7.54,3.98,4.23645926,6.2,7.07894278,12.43,4.49067402,4.26715517,2.35702467,6.70190241621884,3.54057336,7.99923086,6.3381567,3.38328195,4.76760817,6.69882834373198,4.08890268093838,4.70864796971469,,4.04,4.15632010368276,4.93093103135584,6.05738831,5.10228628141522,5.51,7.28,6.2,,,4.23211098,4.52466917,8.97,5.25089979,7.48,4.29495196820785,5.95390368,15.61940098,4.93745230698472,8.47,5.21767759,8.05,2.32,4.71242170508853,,4.15718555,,3.67226458,3.70429492,3.31652546,4.07199907,2.86016941,14.1259619728203,10.12623405,,4.97818327,4.63368416,6.05740356,9.11,8.8,4.05,6.87889576,7.90090561,10.4184446122322,2.59660101,5.03984325982004,2.22177458,7.34004402,4.42970943,3.05,9.91890907,2.59372902,5.87,4.53587137282874,,,9.53,4.93224335,,5.10343612464608,10.65109427894,,3.18311739,5.48,4.76,7.50929976,3.62022847254558,3.58400226,4.15593481,4.56856203,3.15019798,7.72383881,8.67061424,8.1302166,4.86479282,,7.84200048,5.48533441814623,,5.48456633544188,4.95456502268019,11.91980934,5.4608078,6.37,7.94,8.13,6.81432486,,4.90274191,4.47935343,,5.50012684,3.89234566940715,5.24848785029618,3.0855279,3.13893151,4.8,6.25892353,6.70665324484406,4.26103544,4.71242170508853,4.50741625,3.62022847254558,5.48456633544188,4.30805206,5.19890785,4.91,9.88583279,5.7373414,4.7002449,6.17,5.19300000166326,8.30145359,14.55115986,4.84,3.8658421,,,,4.08791971,3.53991532,9.38920149850901,4.52578545,,5.5144043,6.938416,5.48490572,
2005,,5.9613344227107,9.94828892,4.23482316174263,2.85219526,5.72954512,5.59476948,3.48583062825782,2.32019687,7.61078882,5.86,,4.99094057,7.97029352,9.63,2.23,7.56016588,9.22374916,3.22345805,3.95109582,2.05873919,6.89,3.25870824,4.03196478,9.05,6.07,3.46698904,,5.07408142,8.03539562,6.77536297,2.23386168,4.13416338,5.26532936,4.36732149,9.03540611,6.35930922658045,10.05823421,,6.62372112,4.17605019,5.00639105,3.77274442,3.98558235,1.71774101,6.06710529,6.12521315,4.27364111,6.6642971,4.58236912684281,8.75525475,,,5.44,6.34086704,10.31153965,3.80623102,4.97772503,9.09,4.35391188,3.23516107,3.88299846640758,4.76874148944386,6.13324455563249,5.05273189138054,8.59680839854086,5.59754324,4.92229176,9.28740171926518,6.8641758,7.73191786,5.29536057,4.10098124,9.07274648767714,4.46051920155767,8.29,3.25656676,10.2148447,,17.73306656,2.9324131,8.36301231,8.08,3.63137388,,4.04512262,5.38602448,4.5516243,1.29643106,8.56466961,5.14460278,,6.14826393,,3.79409742,10.4823213956738,,7.50086403,4.82803607233323,6.84,3.30554652,7.98,5.07457737157037,4.98192367811053,4.0228073692517,3.64469780271258,2.53189397,4.30449496004175,,3.79,,7.64242792,5.29996157,3.01704645,8.95,6.9,8.34,4.54581785,8.49441624,7.66,3.9,4.24245214,7.45,6.84559298,11.52,4.72803831,4.54809093,2.01313829,6.78886917233754,3.33673191,7.54867649,7.14322186,2.51707149,4.86039829,6.75899641194885,4.04503503823473,4.55177639392733,,3.88,4.1545099153087,4.93186608363584,5.44926691,5.08047099012744,5.65,7.12,5.83,,,4.37350655,4.50320387,9.56,5.2155776,8.83,4.04938168603301,5.83612156,20.21598053,4.94309008070145,7.68,5.19516516,8.66,2.33,4.50921976396048,,3.7552557,,4.37538815,3.40312648,3.51794028,4.30046511,2.78692698,14.1217795348321,10.08441544,,5.87749624,4.46591949,6.22468948,9.1,8.3,3.95,10.82081795,8.27334881,10.4699241071676,2.26479053,4.62049780732729,2.55108738,6.43272924,4.66595268,3.74,9.29251766,2.44874048,5.81,4.27559768319987,,,9.65,4.82934713,,5.55330504212057,10.7342157108571,,2.56300044,5.53,4.77,7.72549963,3.55547321369818,3.41866732,4.09418154,3.67466521,3.03367925,9.01593494,9.04395866,9.20057869,4.88683653,,8.28380585,5.29760999821318,,5.29684656803829,4.63378960915033,11.55062962,5.2439642,6.59,8.0,8.15,7.37623358,,4.66865683,4.10970592,,4.84111166,3.88299846640758,5.22934711813613,3.3024261,3.15972233,5.21,5.65422964,6.7365777044119,5.28044748,4.50921976396048,4.38560247,3.55547321369818,5.29684656803829,4.43451166,5.14555788,4.89,10.56283283,6.32282543,5.80518579,6.35,5.19418902986693,7.75686073,14.57938957,4.78,3.83165979,,,,4.31821251,3.30528617,9.31892508369958,4.63365459,,5.20585251,6.86216164,6.33088684,
2006,,5.9810462180259,10.62276554,4.10674520095189,2.68553543,5.63177013,4.96530008,3.45033162400513,2.3254137,7.64032793,5.85,,4.63050652,7.97702456,9.53,2.07,8.71264839,9.12963009,3.28773856,4.51446247,2.10646582,6.53,3.10821271,4.30935764,9.17,5.57,3.57004833,,4.66087532,8.24952507,6.58370161,1.9072516,4.4061017,4.87599421,4.44105434,9.34210205,6.21540946357493,9.58019924,,6.07235622,3.94742203,4.76326609,3.73662806,4.06210661,1.70861316,6.33546638,5.77074099,4.48974991,6.93530846,4.48217253226895,8.2719059,,,5.46,6.16380167,10.17995167,4.22306824,4.78092194,9.17,3.99365425,3.35510349,3.73184178216666,4.70208435921769,5.93821904872835,5.0699619624186,8.54694846381358,5.70635176,4.84190083,9.27860643446679,6.85727453,7.82905865,4.97390509,4.45757294,9.04124009714989,4.36112575545375,8.28,3.34798193,10.38566494,,10.74129105,3.14333963,8.62893772,7.63,3.67091465,,3.61521959,5.43720865,5.0809288,1.29171956,8.25866985,5.11352158,,6.36362219,,3.93144464,10.5422702439334,,7.86318684,4.97919063410667,6.91,3.48013902,7.78,4.99835653957606,4.91723660780168,4.08307869999489,3.76155609313328,2.61946416,4.34189212434452,,3.63,,7.516469,5.15990877,2.49370432,8.56,6.71,8.44,4.20788145,7.67925692,7.69,3.4,5.11269999,8.31,6.11889315,11.54,4.98203421,4.84870243,1.8213098,6.85931270396436,2.93200922,8.66057873,6.06891537,2.29996443,5.1270175,6.79742583281584,4.20190980184059,4.58405408458199,,3.85,4.12445038961174,4.87372296161126,6.11966372,5.00224260243213,5.84,6.64,5.7,,,4.56586647,4.29524565,10.54,5.07203817,8.05,3.94270540239237,5.65525532,20.33398056,4.88205452312047,7.38,5.45589256,8.81,2.25,4.38269489991334,,3.74971509,,4.08873844,2.70252752,3.60573649,4.91223288,3.10897732,14.2409159138714,10.57086945,,5.99335575,4.25775146,6.35756445,9.08,7.88,3.54,12.41761494,8.63841629,10.5455067705685,2.01985121,4.31315356611668,2.86177492,6.7842741,4.4095645,3.78,9.56446457,2.42600322,5.8,4.22276709172585,,,9.35,5.01927567,,5.27178307862811,10.8297690821463,,2.288064,5.07,4.77,7.60959911,3.48912008289556,3.6192224,4.88544321,3.76337624,2.9347465,8.00584698,9.02353287,8.69338894,4.91361904,,8.49390411,5.20378498296485,,5.20287117813062,4.36738031264167,8.30422878,5.85598755,6.85,7.82,8.05,7.82560062,,4.39767885,3.77771473,,4.86643076,3.73184178216665,5.20931565915733,3.44603634,3.09970832,5.03,4.97834015,6.78239475518019,6.00192022,4.38269489991334,5.47225046,3.48912008289556,5.20287117813062,4.15431976,5.13109922,5.15,12.27132893,7.598279,6.46332979,6.42,5.1200813694156,7.74287462,14.70870876,4.75,3.65356708,,,,4.56979847,3.32189322,9.24187602775815,4.88451385,,5.52930164,6.87650871,5.5774231,
2007,,6.00108881256886,9.90467453,3.85734872193406,2.97439122,5.92609119,4.92347288,3.55236509856902,2.56569624,7.83455086,5.5,,4.44609547,8.05496502,9.53,1.99,9.1855402,9.13628674,2.93715644,5.23373222,2.17268491,6.16,3.29534078,4.49598694,9.53,5.69,4.07867432,,4.6968894,8.20182991,6.05665207,1.94145441,4.1298461,5.52080727,4.71851492,9.44540119,6.12727689011362,9.41693878,,6.21259642,3.67491412,4.55249786,3.70858574,3.89384961,1.90200174,6.49102163,5.41753864,4.18900156,6.99642611,4.70483075756158,10.9674921,,,5.36,5.98578405,10.05132961,4.05582809,4.79109955,9.33,4.08935308,3.82141757,3.55816456127622,4.6903084302962,5.72915005373572,5.01885029359077,8.42051834434828,5.43095398,4.44493246,9.180959874194,5.2786293,7.9186573,5.18455648,5.00128317,8.92979234533803,4.32977572445332,8.08,3.41514993,10.31564426,,11.0585041,3.16288781,8.62399578,7.44,3.80248857,,3.46627593,4.95501947,5.03941393,1.30166054,8.39808273,5.23867893,,6.1918335,,4.28126192,10.5059758897167,,8.08494949,5.0045056206369,7.41,3.64734101,7.2,4.92018540272383,4.84375282308376,4.01316746557812,3.59509558593801,2.82385564,4.34332318223593,,3.52,,7.80773783,4.91188192,3.2148056,8.35,6.7,8.14,5.32057667,7.90982628,7.78,2.7,5.22106314,6.93,4.90875959,11.36,4.79733467,4.95489931,1.92673647,7.02201709185222,3.15345573,8.55984211,4.32794046,2.41929626,5.54166603,6.96153920543648,4.25514966022851,4.68898153235501,,3.82,4.0194962823197,4.79996472742882,7.22254515,4.91129413070658,5.76,6.16,5.51,,,4.80759001,3.81156135,11.02,4.60865784,8.31,3.97928062274978,5.76644468,16.26939583,4.80307413548888,6.57,5.25303173,8.17,2.02,4.4037237679321,,4.07522774,,3.93067098,2.87644005,3.52321672,5.44258356,3.07041144,14.4140399543475,10.71633053,,5.43105888,3.90997243,6.95643044,9.05,8.02,3.67,24.23068047,8.32904434,10.5199462082855,2.11371112,4.20128116440919,2.81689191,7.62018394,4.42612123,3.75,9.80653,2.42102122,5.87,4.16279160427683,,,9.25,5.02042723,,5.02602124205252,10.810370920614,,2.07008052,5.02,4.75,7.86212587,3.42000961517877,3.56229162,5.66269159,3.41496587,2.83749056,7.18298769,8.52283859,8.47836304,5.09587288,,9.3764925,5.10051917269761,,5.09930282654429,4.31238421905563,8.20471764,5.22148609,7.18,7.51,8.0,7.93004131,,3.85076666,3.72242856,,4.34313393,3.55816456127622,5.17912735785694,3.8666532,3.19277525,5.54,3.12948632,6.90949538261269,5.64793253,4.4037237679321,4.73330021,3.42000961517877,5.09930282654429,4.1536026,5.17542839,5.24,10.51983929,6.88427973,6.1131134,6.02,5.04906295392548,7.49349833,14.91824913,4.54,3.81816602,,,,4.62917614,3.1078558,9.07235948008944,4.7446332,,5.82077599,6.90510845,4.57961416,
